 -9.80000000e+000 1.84590475e-002
 -9.40000000e+000 8.32518621e-003
 -9.00000000e+000 7.37016770e-003
 -8.60000000e+000 6.61010715e-003
 -8.20000000e+000 3.44520607e-003
 -7.80000000e+000 7.83351459e-003
 -7.40000000e+000 1.05461859e-002
 -7.00000000e+000 1.93736518e-002
 -6.60000000e+000 1.09788559e-002
 -6.20000000e+000 1.59958988e-002
 -5.80000000e+000 1.75447195e-002
 -5.40000000e+000 8.34890740e-003
 -5.00000000e+000 2.58112869e-002
 -4.60000000e+000 1.94590711e-002
 -4.20000000e+000 3.12062555e-002
 -3.80000000e+000 2.57936882e-002
 -3.40000000e+000 4.54947476e-002
 -3.00000000e+000 5.89743223e-002
 -2.60000000e+000 7.97595590e-002
 -2.20000000e+000 1.02841541e-001
 -1.80000000e+000 1.51681186e-001
 -1.40000000e+000 1.99429670e-001
 -1.00000000e+000 2.73885320e-001
 -6.00000000e-001 3.54939003e-001
 -2.00000000e-001 4.60865000e-001
 2.00000000e-001 5.55954220e-001
 6.00000000e-001 6.63195590e-001
 1.00000000e+000 7.48931815e-001
 1.40000000e+000 8.08931624e-001
 1.80000000e+000 8.61212065e-001
 2.20000000e+000 9.01987608e-001
 2.60000000e+000 9.41374286e-001
 3.00000000e+000 9.61602335e-001
 3.40000000e+000 9.78881823e-001
 3.80000000e+000 9.90488817e-001
 4.20000000e+000 9.93331186e-001
 4.60000000e+000 1.00927789e+000
 5.00000000e+000 1.01263728e+000
 5.40000000e+000 1.00871382e+000
 5.80000000e+000 1.01365678e+000
 6.20000000e+000 1.01476942e+000
 6.60000000e+000 1.00797002e+000
 7.00000000e+000 1.01855198e+000
 7.40000000e+000 1.00890106e+000
 7.80000000e+000 1.01896529e+000
 8.20000000e+000 1.01403998e+000
 8.60000000e+000 1.01924727e+000
 9.00000000e+000 1.01529249e+000
 9.40000000e+000 1.00950134e+000
 9.80000000e+000 1.00211468e+000
