 -1.00000000e+001 7.63900006e-003
 -9.60000000e+000 4.90565630e-003
 -9.20000000e+000 1.75797952e-002
 -8.80000000e+000 7.42111118e-003
 -8.40000000e+000 1.55581121e-003
 -8.00000000e+000 1.20693380e-003
 -7.60000000e+000 1.12519425e-003
 -7.20000000e+000 1.76646621e-002
 -6.80000000e+000 1.73167950e-002
 -6.40000000e+000 1.52638112e-002
 -6.00000000e+000 2.20824601e-002
 -5.60000000e+000 2.11301216e-002
 -5.20000000e+000 2.38483988e-002
 -4.80000000e+000 2.07690105e-002
 -4.40000000e+000 2.05304897e-002
 -4.00000000e+000 2.90861942e-002
 -3.60000000e+000 3.91875658e-002
 -3.20000000e+000 4.15458227e-002
 -2.80000000e+000 6.13204712e-002
 -2.40000000e+000 8.66703199e-002
 -2.00000000e+000 1.20630301e-001
 -1.60000000e+000 1.71654517e-001
 -1.20000000e+000 2.35282528e-001
 -8.00000000e-001 3.23442913e-001
 -4.00000000e-001 4.09883048e-001
 0.00000000e+000 5.15026413e-001
 4.00000000e-001 6.02242120e-001
 8.00000000e-001 7.02766573e-001
 1.20000000e+000 7.70578934e-001
 1.60000000e+000 8.33140769e-001
 2.00000000e+000 8.97978704e-001
 2.40000000e+000 9.29548923e-001
 2.80000000e+000 9.60607972e-001
 3.20000000e+000 9.65517607e-001
 3.60000000e+000 9.75088598e-001
 4.00000000e+000 9.87999756e-001
 4.40000000e+000 1.00756014e+000
 4.80000000e+000 1.00477373e+000
 5.20000000e+000 9.95118646e-001
 5.60000000e+000 1.01046229e+000
 6.00000000e+000 1.00381616e+000
 6.40000000e+000 9.99951379e-001
 6.80000000e+000 1.00256901e+000
 7.20000000e+000 1.00949026e+000
 7.60000000e+000 1.00590111e+000
 8.00000000e+000 1.01131479e+000
 8.40000000e+000 1.01092418e+000
 8.80000000e+000 1.00970887e+000
 9.20000000e+000 1.01507114e+000
 9.60000000e+000 1.01973224e+000
 1.00000000e+001 1.00466557e+000
